asset_id,asset,asset_kind,explicit_indoor,area,nearest_option,nearest_option_distance_m,reason_bucket,same_number_pole_exists,same_number_pole,same_number_option_distance_m
AUTO-E6EF2B03C7727A95A1087BD7,JB-09.1,Junction box,False,ITC LPG CILACAP,T-005,24.623,Opsi >10–25 m,True,T-009,
AUTO-E7D61C79F3E05A46A16688F1,JB00.2,Junction box,False,FT REWULU,,,Tidak ada opsi ≤25 m,False,,
AUTO-E804DDAD9448AC0763467235,JB-14,Junction box,False,FT Tegal Baru,,,Tidak ada opsi ≤25 m,True,T-14,
AUTO-E930EC440040C07CE9944E22,C-05,Kamera CCTV,True,FT Tegal Baru,T-01,13.163,Opsi >10–25 m,True,T-05,
AUTO-E94A7B8DCF6294D62FFF2B21,C-052,Kamera CCTV,True,FT LOMANIS,T-022,24.264,Opsi >10–25 m,False,,
AUTO-EA2233497AA7ED1716E8E5EB,C-038,Kamera CCTV,False,FT PENGAPON - SEMARANG,T-011,8.951,Opsi >5–10 m,False,,
AUTO-EC684E74DA077A2E6F22DCD4,DC-044,Kamera CCTV,True,DPPU YIA,,,Tidak ada opsi ≤25 m,False,,
AUTO-ECB25FCFC591EEF998D99C66,C-004,Kamera CCTV,True,FT LOMANIS,T-025,19.747,Opsi >10–25 m,True,T-004,
AUTO-ECFE39ADD4FBF72FB9DD08E0,Cam-12,Kamera CCTV,False,Booster Kutawinangun,,,Tidak ada opsi ≤25 m,False,,
AUTO-ED9C46E39D7758C8B0CB5468,Cam-19,Kamera CCTV,False,Booster Kutawinangun,,,Tidak ada opsi ≤25 m,False,,
AUTO-EE1079F4C4D0CED49D49C2D6,DC-023,Kamera CCTV,True,DPPU YIA,T-015,18.894,Opsi >10–25 m,False,,
AUTO-EE81BB861568581120C4F8FA,JB-017,Junction box,False,FT PENGAPON - SEMARANG,,,Tidak ada opsi ≤25 m,True,T-017,
AUTO-EFF48B7CC3972BC4C2EA2B5B,Cam-10,Kamera CCTV,False,Booster Kutawinangun,T-04,5.325,Opsi >5–10 m,True,T-10,
AUTO-F04AEBDDAF2395556B554381,BC-018,Kamera CCTV,False,DPPU YIA,T-004,7.168,Opsi >5–10 m,False,,
AUTO-F172E2C7D5918F50D359A9DC,C-035,Kamera CCTV,False,FT LOMANIS,,,Tidak ada opsi ≤25 m,False,,
AUTO-F55BABF592A54FC6388876EC,C-024-Fix,Kamera CCTV,False,FT MAOS,,,Tidak ada opsi ≤25 m,False,,
AUTO-F5843350433F35AFAFD90007,C-068,Kamera CCTV,False,FT LOMANIS,T-018,11.835,Opsi >10–25 m,False,,
AUTO-F64D397C11AE6A5EE1AD3555,C-049,Kamera CCTV,False,FT REWULU,T-019,5.437,Opsi >5–10 m,False,,
AUTO-F72392E2CC94F0822D8DCD03,C-036-Fix,Kamera CCTV,False,FT MAOS,T-007,5.461,Opsi >5–10 m,False,,
AUTO-F853E6EB767A285C4D5CCB35,C-032-exp,Kamera CCTV,False,FT LOMANIS,,,Tidak ada opsi ≤25 m,False,,
AUTO-F8B16B2971C1DABEE54FFE3A,SERVER,Junction box,False,ITC LPG CILACAP,,,Tidak ada opsi ≤25 m,False,,
AUTO-F925E2F1F3030EC7ADFB0A96,C-03,Kamera CCTV,True,FT Tegal Baru,,,Tidak ada opsi ≤25 m,True,T-03,
AUTO-F92E22E0C1D055372FA97A57,DC-032,Kamera CCTV,True,DPPU YIA,T-011,11.153,Opsi >10–25 m,False,,
AUTO-F930E9F69DD0A4950411F6D9,JB03.1,Junction box,False,FT MAOS,,,Tidak ada opsi ≤25 m,True,T-003,
AUTO-FAEDD5C8DFD7ED24F40919F3,Cam-13,Kamera CCTV,False,Booster Kutawinangun,T-08,23.145,Opsi >10–25 m,False,,
AUTO-FD544986967A797B7C4E0082,C-047-CR-L2-Dome,Kamera CCTV,True,FT MAOS,,,Tidak ada opsi ≤25 m,False,,
AUTO-FD8D7CFD263070B867726EAE,C-033,Kamera CCTV,False,FT PENGAPON - SEMARANG,T-008,8.96,Opsi >5–10 m,False,,
AUTO-FD91FC4732B651F8E6A8515A,BC-016,Kamera CCTV,False,DPPU YIA,T-003,7.827,Opsi >5–10 m,False,,
AUTO-FF0998986DE44822B1430DA4,C-024,Kamera CCTV,False,FT CILACAP,,,Tidak ada opsi ≤25 m,False,,
AUTO-FF98BE56CC8A1D620EB48474,C-008,Kamera CCTV,False,FT LOMANIS,T-004,5.507,Opsi >5–10 m,True,T-008,
